x1,x2,x3,target
19.21,15.75,3.68,low
15.91,12.71,-55.09,low
86.65,6.12,-2.7,low
65.87,4.97,-44.76,low
-0.86,11.08,-41.72,low
5.48,13.18,-24.37,low
35.52,8.07,9.87,low
64.31,9.99,-8.36,low
15.81,15.36,-39.31,low
44.12,5.09,-7.7,low
25.85,4.12,-44.7,low
53.79,13.58,-7.47,low
-0.71,11.51,-43.07,low
54.55,3.57,-24.06,low
49.62,3.03,-38.08,low
72.28,10.12,-3.95,low
77.24,5.32,9.37,low
75.26,2.06,-31.75,low
0.92,7.94,4.32,low
40.08,5.31,-38.3,low
6.13,3.0,-48.84,low
45.62,3.07,8.55,low
69.26,6.17,-20.24,low
26.84,10.26,-45.18,low
45.9,3.34,-4.4,low
49.63,5.98,-35.58,low
34.87,14.78,-25.15,low
23.87,6.51,-33.62,low
19.01,3.94,-18.12,low
3.71,3.05,-37.68,low
40.7,3.33,-13.65,low
61.1,4.95,-4.54,low
43.72,4.06,-14.98,low
3.33,3.29,1.48,low
-5.94,16.16,-12.73,low
24.73,4.87,-22.46,low
33.4,5.1,-39.23,low
20.69,6.87,-44.57,low
68.74,24.18,-41.21,low
42.51,12.87,-14.44,low
63.74,11.59,-3.17,low
-0.1,14.95,1.61,low
93.43,7.42,-27.31,low
13.19,8.1,-18.04,low
68.01,8.32,-1.33,low
25.23,14.1,-25.65,low
46.28,7.12,1.87,low
36.1,3.13,-11.36,low
56.72,1.43,-49.09,low
19.47,10.86,-28.6,low
47.46,5.53,-14.95,low
65.01,6.01,-3.54,low
-4.06,5.32,-2.62,low
78.02,11.75,-59.64,low
39.2,6.86,-6.25,low
47.99,8.39,-45.0,low
82.4,12.36,-11.82,low
61.44,5.63,-20.85,low
61.74,5.71,-49.74,low
39.1,9.86,7.4,low
2.44,8.86,-28.48,low
89.34,10.12,-54.17,low
93.13,2.71,-28.2,low
20.77,9.37,4.15,low
23.87,17.78,-19.04,low
36.07,6.6,-29.48,low
-3.25,4.0,3.51,low
44.99,8.21,-55.42,low
74.12,14.77,-23.76,low
20.07,2.43,-19.68,low
78.84,8.83,-9.11,low
80.89,5.39,1.53,low
80.5,7.95,8.24,low
11.22,7.29,-23.72,low
58.56,8.12,-38.69,low
-8.79,13.15,-37.55,low
59.21,11.37,-52.39,low
60.51,16.23,-39.51,low
4.49,3.62,-38.01,low
38.54,5.82,-26.87,low
19.43,2.02,-16.95,low
16.5,6.59,-49.25,low
57.6,28.04,-1.99,low
67.8,18.47,-53.18,low
7.74,2.97,-32.93,low
10.89,16.42,9.32,low
24.62,6.93,-38.6,low
75.27,5.4,2.31,low
70.17,3.43,-25.95,low
29.11,2.55,-53.91,low
73.01,1.58,-19.54,low
32.36,4.33,-31.52,low
4.73,5.98,-33.08,low
5.8,15.2,-27.48,low
30.33,6.55,-0.4,low
51.3,7.62,-48.58,low
45.71,2.57,3.73,low
-0.32,4.11,-38.0,low
22.02,6.14,-50.64,low
44.01,3.53,-7.03,low
23.87,7.56,-6.25,low
74.04,8.05,-1.32,low
50.44,0.43,-38.11,low
75.3,19.15,7.37,low
47.78,6.86,-5.16,low
5.91,3.63,3.42,low
29.8,4.91,-29.03,low
63.95,2.07,-6.01,low
45.6,4.9,8.45,low
78.01,6.42,-45.28,low
32.77,8.06,-45.66,low
69.05,9.96,-16.35,low
61.04,4.34,-56.13,low
48.96,4.21,-26.36,low
39.43,17.01,-54.53,low
44.12,5.75,-35.91,low
25.15,7.01,1.9,low
87.75,21.43,-37.25,low
55.67,16.75,2.33,low
34.3,13.14,-24.03,low
62.45,7.63,-21.92,low
82.09,16.19,-52.07,low
11.13,10.42,-58.39,low
69.84,9.01,6.05,low
8.34,9.81,-48.55,low
35.22,15.86,-58.17,low
44.08,9.83,-46.33,low
-1.87,10.87,-34.99,low
86.66,14.0,-5.12,low
41.09,7.75,-36.5,low
11.89,2.29,-15.51,low
38.15,12.03,-4.64,low
48.72,9.3,8.3,low
46.34,14.43,7.74,low
51.69,10.41,-33.31,low
-3.85,2.69,-25.94,low
7.67,1.89,7.35,low
35.91,5.85,-43.47,low
17.16,3.94,-35.57,low
78.82,11.91,-4.3,low
83.42,14.33,-27.92,low
64.09,7.47,-20.53,low
52.87,9.81,-7.39,low
35.34,9.08,-23.0,low
74.53,6.4,-43.7,low
60.42,5.33,-2.29,low
62.9,6.06,-21.74,low
26.26,3.08,-7.67,low
16.39,9.68,-17.15,low
4.95,5.25,-32.38,low
44.39,8.92,-38.43,low
44.41,6.38,8.33,low
72.03,13.94,-18.33,low
17.76,6.51,-49.3,low
53.78,6.03,-21.18,low
36.05,3.21,-3.04,low
59.81,17.48,-40.47,low
-0.97,7.26,-6.78,low
44.95,9.59,-52.55,low
29.7,8.5,-1.28,low
41.13,19.66,-38.27,low
56.81,6.44,-48.1,low
69.59,4.04,-42.6,low
88.68,8.03,-10.76,low
52.59,15.53,-36.95,low
45.88,11.47,0.0,low
73.18,6.27,-38.58,low
65.57,12.82,1.2,low
23.74,18.83,-40.08,low
29.71,3.5,8.95,low
11.6,3.37,-37.54,low
50.62,6.85,-52.65,low
-7.65,14.21,3.39,low
81.16,5.13,-2.33,low
69.15,10.88,2.31,low
16.26,12.66,-40.02,low
26.3,1.87,-1.79,low
16.7,12.81,-27.0,low
45.3,21.61,-22.16,low
7.03,6.95,4.88,low
29.39,13.32,-4.79,low
20.36,6.87,-36.0,low
34.13,9.5,-7.35,low
21.56,6.7,-34.87,low
13.16,8.67,-58.55,low
50.44,12.6,0.46,low
18.11,7.7,-0.53,low
18.13,13.84,-58.74,low
46.85,10.96,-55.89,low
39.73,10.56,-57.2,low
-6.94,15.17,-19.99,low
29.86,7.69,-35.78,low
56.74,3.81,-29.88,low
53.36,14.09,-54.76,low
59.46,2.46,-56.9,low
41.58,7.92,-8.13,low
15.81,1.18,2.46,low
36.74,12.94,1.6,low
30.65,9.35,4.56,low
65.56,26.19,-48.46,low
59.85,24.5,-38.44,low
41.49,8.27,-56.92,low
28.0,13.75,-7.85,low
57.03,18.14,-17.19,low
-5.37,6.29,-24.72,low
77.58,7.84,-57.55,low
24.31,11.33,-7.37,low
47.21,5.79,-38.07,low
48.9,4.92,-10.27,low
32.66,6.07,-35.65,low
31.22,6.15,-27.66,low
8.92,6.76,-41.81,low
23.79,7.24,-57.68,low
46.36,4.5,-11.39,low
78.94,3.12,-40.1,low
61.75,7.4,-14.24,low
73.25,16.27,-34.99,low
64.52,5.92,-57.33,low
3.15,6.35,-46.12,low
58.74,12.14,-56.61,low
29.35,19.84,-43.39,low
35.46,4.2,-34.3,low
14.55,4.22,-27.18,low
34.25,8.79,-29.26,low
53.21,4.39,-19.35,low
16.65,4.88,-24.67,low
-3.97,4.5,-1.0,low
22.86,11.46,-57.23,low
30.08,13.4,4.81,low
60.38,10.47,-14.34,low
88.53,6.94,-5.38,low
89.94,14.22,1.88,low
20.35,4.02,-43.69,low
33.5,4.87,-24.72,low
76.21,2.86,-36.06,low
-0.03,7.93,-14.92,low
14.6,5.59,8.88,low
69.93,7.59,-21.31,low
66.27,3.18,-23.73,low
25.54,6.58,-52.27,low
60.12,6.35,-52.26,low
95.67,6.48,9.02,low
9.73,12.48,9.13,low
4.31,5.65,-3.08,low
46.27,12.35,-32.66,low
59.91,5.86,-23.79,low
13.58,4.88,-16.04,low
4.24,6.31,-33.38,low
13.73,12.04,-43.52,low
51.33,4.77,9.09,low
53.19,2.98,-33.38,low
40.26,10.71,-23.99,low
56.81,5.04,8.47,low
95.62,21.03,-1.49,low
72.85,9.29,-41.4,low
25.97,5.44,-38.92,low
54.42,7.26,-19.71,low
58.49,6.09,-19.27,low
60.85,9.97,-21.73,low
92.49,5.46,-16.76,low
89.13,9.19,-36.69,low
64.79,12.45,1.7,low
5.87,6.55,-1.28,low
34.36,10.97,-0.38,low
41.46,7.59,-4.14,low
85.19,14.58,-23.23,low
5.01,2.64,9.99,low
47.28,3.21,-29.7,low
17.43,2.73,-27.65,low
29.72,11.69,-12.11,low
75.39,15.14,-28.68,low
59.44,8.34,-36.2,low
70.07,7.74,3.84,low
65.46,14.49,-8.92,low
52.05,2.63,-10.31,low
60.35,7.6,9.71,low
5.68,10.71,1.82,low
38.11,6.47,-47.89,low
75.28,8.66,-41.62,low
31.6,8.85,-8.76,low
80.44,9.12,-32.14,low
77.62,5.7,-42.33,low
23.91,10.91,-21.27,low
66.66,8.6,-31.51,low
36.75,9.39,-19.57,low
23.18,27.49,-17.89,low
85.66,11.25,-7.26,low
38.98,9.49,-0.09,low
80.27,4.11,-26.89,low
8.77,10.35,-59.57,low
-0.0,6.32,-1.15,low
80.56,16.21,-32.56,low
49.85,10.47,-41.31,low
59.41,6.5,-15.89,low
6.04,15.47,-20.71,low
64.64,9.2,-58.03,low
15.9,3.59,-5.86,low
57.03,13.75,-54.56,low
-4.64,2.99,-33.78,low
88.06,11.27,-26.7,low
67.97,6.66,-38.83,low
55.63,5.43,-19.16,low
18.51,10.16,-49.31,low
81.14,5.05,-27.63,low
69.48,4.24,-23.36,low
14.25,6.59,-54.46,low
53.09,8.32,-54.26,low
28.92,3.54,-37.78,low
49.8,5.51,1.01,low
3.3,13.85,-49.8,low
40.58,21.31,-1.72,low
6.26,10.47,-16.1,low
41.07,2.83,-44.23,low
49.45,4.2,-53.84,low
54.13,12.78,5.04,low
71.3,9.21,-54.41,low
20.93,8.75,-35.71,low
41.83,6.67,-36.48,low
57.62,8.05,-30.66,low
43.04,8.54,-32.04,low
46.62,1.86,-1.24,low
48.53,4.01,-1.39,low
71.58,5.91,-34.05,low
-5.51,1.28,-10.89,low
67.19,7.94,-6.8,low
47.4,8.64,-12.61,low
59.6,1.63,-14.61,low
70.58,13.51,-2.84,low
40.64,6.6,3.62,low
42.33,7.95,-23.95,low
70.32,5.51,-15.6,low
13.56,6.04,-59.05,low
38.82,10.29,-30.92,low
82.55,13.3,-19.69,low
81.89,13.52,-1.75,low
67.28,8.09,-26.35,low
59.86,10.02,-30.5,low
60.09,10.32,-23.63,low
44.2,5.76,-21.71,low
54.16,3.03,-10.79,low
77.69,4.54,9.64,low
42.99,12.87,-53.62,low
70.99,7.75,0.94,low
25.6,15.26,-58.31,low
7.15,6.9,-2.97,low
41.19,11.83,-9.73,low
54.33,8.15,-51.93,low
58.81,3.39,-58.74,low
47.19,4.37,-52.1,low
20.88,7.06,-35.9,low
50.57,16.06,5.52,low
36.49,6.11,-23.11,low
34.46,9.75,-25.57,low
33.93,16.93,-49.47,low
10.87,9.21,2.31,low
23.4,13.26,-30.03,low
21.77,6.86,-30.32,low
32.23,7.91,-14.09,low
3.0,9.83,-30.8,low
60.05,7.75,-5.73,low
41.83,8.12,-0.48,low
81.29,7.63,-13.82,low
30.58,11.21,-40.32,low
63.87,7.76,-47.6,low
21.43,11.57,-17.52,low
23.04,7.88,-3.32,low
52.18,20.97,-18.54,low
32.4,13.89,-13.85,low
2.96,2.55,-49.09,low
93.72,13.41,-41.33,low
48.28,6.96,-50.95,low
-0.73,7.91,-37.26,low
61.51,4.87,-43.42,low
76.24,15.56,-7.17,low
40.05,22.64,-45.59,low
67.68,12.64,-54.37,low
66.77,6.99,-29.16,low
57.87,2.87,-22.46,low
31.06,5.24,-13.72,low
72.8,5.75,7.32,low
71.06,3.18,-16.08,low
95.43,4.87,-55.08,low
15.12,7.68,3.37,low
70.96,6.05,-16.77,low
74.42,4.21,8.87,low
47.77,7.07,-48.56,low
49.3,15.46,-29.76,low
68.54,13.84,-51.44,low
31.08,6.91,-48.38,low
73.59,5.21,-3.92,low
86.05,2.91,-21.75,low
75.91,2.44,-52.81,low
57.63,5.04,2.91,low
78.54,11.87,-3.99,low
62.18,9.32,-36.97,low
80.92,8.78,-29.15,low
42.15,8.15,2.12,low
76.11,9.52,-43.45,low
60.79,5.41,-41.19,low
31.45,11.65,3.84,low
21.69,10.81,-45.2,low
76.07,8.05,-53.46,low
12.32,15.11,-40.67,low
61.99,2.19,-13.65,low
-8.1,21.58,-46.69,low
27.0,14.58,-58.52,low
39.7,7.74,-59.17,low
50.79,9.39,-38.36,low
53.22,2.09,-14.0,low
24.05,4.6,-51.33,low
8.32,2.52,-22.79,low
8.87,25.64,-46.47,low
27.47,4.72,-24.07,low
44.01,3.88,-25.02,low
87.85,2.53,-35.61,low
64.69,5.26,4.45,low
43.86,8.24,-3.06,low
45.04,3.63,-13.74,low
41.85,2.71,-14.66,low
79.44,12.11,9.41,low
42.07,8.84,-48.76,low
16.67,9.43,-35.71,low
12.61,9.43,-39.87,low
11.54,10.43,-4.71,low
45.73,16.68,-2.05,low
4.54,3.52,-28.18,low
66.27,11.7,-4.84,low
57.49,13.21,-21.71,low
42.98,4.96,2.32,low
84.36,11.72,-25.93,low
68.95,6.72,-39.91,low
26.35,5.8,-52.38,low
3.69,6.72,-54.47,low
61.64,1.28,-27.22,low
56.68,6.87,5.26,low
1.48,9.2,-38.39,low
72.09,18.78,-9.06,low
74.51,10.46,-41.14,low
63.32,4.91,-11.21,low
19.23,15.61,-46.33,low
22.8,11.37,-11.67,low
67.74,7.19,-33.36,low
63.27,8.13,-50.66,low
77.24,12.24,7.09,low
56.03,7.67,-56.19,low
46.32,9.7,-10.29,low
50.35,10.9,-36.59,low
29.85,15.73,-24.38,low
52.95,4.7,5.16,low
20.96,6.73,-11.94,low
25.95,10.3,5.92,low
87.33,9.87,-56.49,low
50.86,3.53,-42.45,low
75.81,2.4,-12.05,low
9.85,18.77,7.61,low
44.32,4.77,-23.03,low
21.99,10.47,-58.19,low
82.29,10.44,3.85,low
71.02,2.77,-17.06,low
18.51,5.3,-2.16,low
38.74,17.17,1.62,low
71.18,2.17,-7.07,low
32.13,7.23,-1.05,low
33.71,4.51,0.03,low
23.68,5.59,-46.53,low
88.5,4.92,-22.79,low
63.8,5.14,-12.67,low
55.82,9.52,-44.95,low
45.84,3.08,-42.6,low
29.35,19.21,-11.17,low
39.02,7.51,-5.34,low
71.43,7.21,-21.05,low
58.23,6.62,-5.47,low
46.47,29.81,-3.11,low
54.49,13.27,5.59,low
67.8,6.95,-25.46,low
5.33,5.77,-11.14,low
53.24,15.92,-36.86,low
51.33,4.22,-52.9,low
25.91,4.1,-55.5,low
51.17,9.55,-32.84,low
61.38,3.4,-12.78,low
8.68,7.1,-59.14,low
10.2,17.13,-0.44,low
63.89,7.63,-51.12,low
-3.39,8.15,3.4,low
68.4,5.62,-7.41,low
72.12,6.22,-38.28,low
52.77,7.76,-48.15,low
1.48,4.91,-28.72,low
86.73,10.57,-6.41,low
14.42,9.4,-28.92,low
-11.3,5.13,-35.78,low
63.37,15.39,3.22,low
56.7,10.73,-48.97,low
7.35,9.08,-46.43,low
-6.83,4.72,-11.87,low
20.24,3.43,-50.51,low
5.59,14.93,9.73,low
20.25,14.12,-27.44,low
71.77,11.64,-13.76,low
42.0,6.27,4.2,low
10.48,9.24,-36.19,low
61.47,9.13,-30.92,low
59.74,4.38,-30.92,low
70.88,9.53,9.23,low
58.97,7.63,-22.32,low
6.5,3.59,-59.34,low
52.21,3.63,-26.03,low
25.18,9.89,-21.33,low
61.13,14.71,-17.43,low
56.32,16.03,-44.06,low
83.92,5.66,-54.65,low
35.59,10.43,-49.34,low
59.75,6.62,-56.52,low
80.89,16.7,9.34,low
0.3,5.45,-43.11,low
28.79,4.68,3.55,low
62.98,7.74,-52.36,low
13.19,9.43,-42.25,low
75.53,9.87,-1.23,low
38.93,6.87,-49.22,low
55.51,7.38,-22.0,low
83.94,1.1,-50.92,low
34.83,12.77,-19.51,low
35.04,2.81,-26.48,low
8.87,8.07,-52.33,low
28.08,5.25,-56.4,low
38.78,1.83,-2.4,low
52.45,12.52,-53.4,low
27.2,8.05,-12.04,low
22.62,18.4,-53.88,low
25.19,5.74,6.41,low
26.2,6.13,-35.05,low
11.2,6.77,-2.99,low
46.66,22.3,-5.13,low
75.76,11.71,-43.05,low
75.71,17.2,-41.04,low
24.16,7.04,-50.87,low
18.23,4.06,-7.47,low
18.16,14.14,-57.52,low
49.16,7.13,-34.8,low
56.22,8.27,-6.82,low
47.95,0.39,1.1,low
53.89,3.77,-53.53,low
8.12,10.85,-8.31,low
21.25,9.05,-0.87,low
12.49,9.79,-34.47,low
28.71,10.6,-45.49,low
29.12,10.56,-16.04,low
56.45,6.59,0.51,low
30.54,4.84,-18.62,low
19.34,4.21,-4.22,low
35.99,10.16,-39.51,low
81.77,11.61,-27.02,low
49.67,4.81,-0.98,low
61.14,14.3,-0.76,low
63.41,12.4,-23.51,low
27.87,7.77,-9.22,low
12.3,3.68,-56.21,low
37.08,7.85,-44.09,low
97.81,5.9,-14.97,low
20.77,11.23,-13.95,low
36.95,9.63,-14.47,low
74.94,1.74,-1.69,low
56.17,10.19,2.66,low
35.44,7.32,-35.74,low
48.88,16.78,-29.03,low
-4.19,5.46,4.95,low
21.8,16.27,-45.63,low
79.69,19.37,-9.12,low
28.54,7.48,-12.39,low
8.21,7.74,3.0,low
12.13,18.79,-58.29,low
79.62,3.87,-57.55,low
43.43,11.51,-46.13,low
8.64,5.08,-11.56,low
7.96,6.03,-8.61,low
1.43,1.79,-44.87,low
17.34,9.14,-38.27,low
21.16,13.21,-55.08,low
8.36,15.7,-12.21,low
11.59,4.16,-10.65,low
70.31,13.59,-30.59,low
9.95,2.7,-24.19,low
75.32,11.94,5.35,low
66.84,2.97,-26.72,low
-0.14,9.21,-45.08,low
4.19,14.68,-58.18,low
70.34,7.08,-51.28,low
72.23,5.93,-27.82,low
40.87,5.4,-0.67,low
26.19,19.98,-28.96,low
42.69,1.57,-24.97,low
37.16,7.41,4.88,low
6.96,5.49,-55.57,low
61.78,10.41,-28.77,low
73.43,8.12,-29.57,low
39.5,6.35,-49.8,low
44.47,7.96,9.75,low
59.7,11.83,-4.06,low
47.03,14.4,-1.44,low
0.49,4.77,-59.31,low
34.83,13.48,-16.98,low
7.8,6.55,-41.9,low
17.06,7.41,-44.74,low
70.69,8.84,-27.35,low
32.26,5.24,-55.68,low
69.79,22.86,-51.0,low
68.25,12.44,-5.47,low
18.35,11.99,-24.93,low
64.26,3.76,-4.78,low
11.97,14.15,5.28,low
2.34,6.06,-57.79,low
33.46,4.41,-16.97,low
71.41,19.25,-51.07,low
52.5,9.58,-11.56,low
0.23,13.69,-37.62,low
30.06,19.34,-59.93,low
58.62,11.2,1.27,low
19.07,15.16,-49.89,low
22.11,12.64,-36.55,low
4.21,14.15,-33.71,low
-4.49,15.47,-5.01,low
27.08,15.47,-26.63,low
42.43,10.26,-0.57,low
52.04,10.2,-2.79,low
71.91,11.28,-21.2,low
65.5,5.98,0.11,low
53.16,15.74,7.18,low
76.29,13.61,3.77,low
86.91,5.32,-23.88,low
45.08,9.96,-39.89,low
2.6,28.24,-43.07,low
57.58,13.56,-17.02,low
80.52,7.52,-47.72,low
-0.6,3.5,-39.43,low
29.28,7.17,-55.59,low
19.93,6.56,-56.06,low
61.52,3.08,-38.18,low
73.77,6.45,-10.8,low
26.29,14.65,-49.42,low
22.97,3.88,-58.69,low
75.58,9.89,-26.44,low
72.0,2.86,-35.46,low
69.43,8.22,-20.73,low
76.19,6.55,-22.99,low
44.09,14.25,-41.13,low
27.39,8.13,-42.55,low
26.9,15.68,-38.23,low
53.84,5.73,-47.21,low
15.72,11.22,-25.54,low
67.8,4.7,-47.38,low
73.65,12.39,5.09,low
17.89,3.42,0.58,low
78.36,7.82,-51.76,low
28.39,13.04,-32.83,low
85.93,21.05,-24.46,low
34.38,14.3,-9.71,low
72.52,5.98,-8.79,low
2.44,9.59,1.72,low
45.71,6.74,-53.79,low
31.56,8.89,-19.14,low
16.78,9.03,-1.67,low
44.97,4.48,-3.13,low
78.85,10.93,-48.09,low
49.63,1.86,-33.93,low
61.92,15.55,-19.79,low
66.55,16.83,-2.28,low
81.69,4.13,7.37,low
54.13,8.66,-45.49,low
69.88,6.34,-0.99,low
76.53,2.69,7.83,low
67.32,5.06,-51.04,low
38.46,4.57,-54.52,low
67.99,14.83,-56.85,low
34.3,6.99,-32.38,low
77.88,6.51,-12.44,low
0.93,6.32,-9.51,low
38.15,14.72,-8.28,low
20.95,5.02,-17.49,low
46.73,9.53,-43.7,low
56.94,7.08,9.1,low
30.83,3.39,-35.36,low
48.44,4.89,-41.19,low
31.39,2.89,-11.83,low
41.61,19.84,-39.92,low
84.75,6.41,-51.09,low
21.17,11.24,8.17,low
56.85,12.46,1.32,low
-1.7,9.88,-32.97,low
6.2,5.3,-7.64,low
31.25,4.1,4.11,low
68.55,4.06,-14.83,low
67.41,13.22,-4.52,low
48.78,6.1,0.1,low
48.02,10.77,-17.85,low
39.1,1.44,-21.31,low
8.45,28.33,-48.94,low
53.71,3.67,-29.92,low
4.38,4.2,8.29,low
10.14,20.3,-54.2,low
32.3,7.23,-48.78,low
52.84,13.39,-40.41,low
18.31,4.43,5.1,low
23.32,20.32,-25.45,low
83.62,2.45,-21.61,low
78.9,6.32,-7.4,low
68.57,6.79,5.79,low
12.0,13.91,-5.01,low
35.7,2.82,-36.95,low
20.36,13.83,-16.87,low
44.13,21.64,-15.5,low
56.31,6.85,6.3,low
31.28,6.86,-59.12,low
33.11,5.0,-9.07,low
33.34,9.64,-17.74,low
46.81,2.12,-3.4,low
-2.6,10.31,-44.24,low
68.69,7.04,-9.12,low
69.19,19.34,3.65,low
31.46,8.18,-31.35,low
23.38,11.42,-20.33,low
55.01,2.98,-9.81,low
40.65,11.87,6.89,low
61.25,11.74,-42.53,low
55.48,7.13,-32.68,low
89.84,2.12,-31.86,low
29.46,15.37,9.38,low
16.94,12.71,-12.93,low
0.4,6.43,5.04,low
-4.39,8.13,-9.74,low
76.84,6.08,-0.2,low
47.62,8.79,-8.85,low
34.62,8.58,4.9,low
54.03,11.11,-26.62,low
66.46,6.73,-30.75,low
43.71,17.01,-17.43,low
50.73,2.34,-25.5,low
56.01,4.01,0.88,low
35.73,8.45,-52.99,low
52.57,8.33,-33.28,low
65.72,6.26,-29.03,low
20.7,10.42,-32.56,low
1.45,20.95,5.42,low
30.88,13.25,-6.51,low
4.48,4.21,-0.73,low
2.23,16.92,-29.44,low
57.19,4.1,-37.4,low
23.93,6.26,-35.1,low
54.98,9.34,6.46,low
12.59,10.17,-29.43,low
70.63,4.39,-38.38,low
79.3,4.87,-1.02,low
33.91,15.18,-35.79,low
-2.37,6.19,-57.46,low
26.91,12.3,-51.25,low
73.62,8.48,7.37,low
64.97,13.16,-58.93,low
10.62,7.44,-22.18,low
36.92,16.53,-22.02,low
55.8,6.44,-2.0,low
45.82,8.18,9.71,low
69.39,1.83,-37.48,low
67.34,11.34,-28.59,low
18.64,10.97,-47.54,low
62.37,2.8,4.47,low
14.7,15.24,-16.17,low
52.86,8.09,-19.14,low
16.4,12.73,-58.78,low
50.83,11.99,-20.4,low
70.85,8.47,8.04,low
46.56,8.69,1.74,low
82.69,15.04,-6.12,low
70.89,11.06,6.73,low
79.84,3.49,-40.45,low
0.68,7.22,-9.83,low
79.51,2.92,-9.45,low
82.25,4.61,-34.91,low
14.48,14.4,6.62,low
52.13,5.15,-22.77,low
86.85,3.83,-31.58,low
12.02,16.23,-35.08,low
24.77,4.91,-41.38,low
69.93,19.44,-9.65,low
0.61,2.08,-12.68,low
31.33,5.07,-5.66,low
33.16,10.54,-28.88,low
34.05,6.13,-50.82,low
13.87,11.25,-57.21,low
7.13,4.88,-35.91,low
56.72,4.36,8.29,low
44.72,2.67,-9.94,low
1.57,10.69,7.24,low
85.82,6.63,-31.56,low
79.52,6.88,-55.83,low
68.43,19.07,-11.98,low
61.23,19.13,-25.57,low
84.87,5.43,-21.43,low
4.75,14.46,-33.51,low
12.3,9.52,-45.05,low
45.69,6.78,-38.37,low
49.6,9.34,-7.88,low
62.13,11.4,-30.89,low
77.78,13.63,-52.68,low
2.77,7.82,-39.93,low
48.13,4.2,-11.49,low
53.19,13.46,2.18,low
19.97,10.53,-48.0,low
12.89,13.05,-49.69,low
63.63,16.45,-23.89,low
65.13,14.61,0.47,low
25.06,10.67,-15.38,low
46.58,5.64,-19.62,low
57.08,9.71,-43.2,low
85.75,2.77,-29.28,low
12.83,7.81,-37.25,low
24.27,6.33,-51.72,low
2.86,3.18,-6.38,low
55.52,17.33,-1.94,low
21.42,5.28,9.27,low
57.55,7.88,-29.58,low
19.95,12.19,9.45,low
57.09,9.24,-1.8,low
63.39,6.09,-39.55,low
8.42,8.01,-21.33,low
16.23,5.39,7.34,low
6.38,3.4,-36.31,low
75.66,0.65,-7.61,low
72.78,8.33,-5.12,low
79.69,9.8,-10.68,low
57.27,3.95,-38.65,low
5.44,8.21,-13.84,low
-5.27,6.96,-40.73,low
31.62,3.85,-5.32,low
4.35,7.69,-53.7,low
12.22,8.28,-18.93,low
1.43,4.74,-7.34,low
-7.06,5.67,-49.52,low
45.49,5.46,-42.95,low
41.43,8.41,-1.09,low
46.91,6.91,-12.72,low
40.49,22.3,-36.33,low
64.58,14.03,-53.69,low
13.94,4.3,5.96,low
58.95,2.21,-48.44,low
60.43,16.11,-24.48,low
64.27,9.15,-52.37,low
17.69,4.88,-37.33,low
50.74,4.89,-53.94,low
67.36,6.58,-47.06,low
17.45,6.69,-1.72,low
73.5,9.52,-4.97,low
46.21,5.25,1.19,low
10.86,12.31,2.56,low
0.88,8.67,8.71,low
73.42,8.24,-22.06,low
88.17,7.34,-38.12,low
37.58,7.5,-42.96,low
21.7,4.3,-5.68,low
29.63,13.2,-13.69,low
16.25,8.1,-16.09,low
46.62,6.48,-52.85,low
55.29,12.88,-24.31,low
33.34,11.95,-4.93,low
35.89,3.64,-57.51,low
74.81,11.76,-55.19,low
10.51,5.47,5.23,low
-7.76,10.35,4.81,low
81.81,5.23,-31.58,low
35.93,2.67,-29.46,low
36.86,10.81,-49.2,low
57.6,7.57,-19.02,low
71.37,11.38,-50.76,low
84.14,6.17,-36.82,low
55.32,9.87,-20.85,low
18.24,9.03,-58.31,low
54.75,9.86,6.02,low
21.44,20.28,-39.56,low
60.62,1.46,-15.94,low
49.5,15.67,-36.7,low
15.98,7.44,-41.49,low
67.73,2.57,-49.15,low
50.3,7.1,-43.38,low
81.54,8.51,-16.73,low
15.05,15.6,-52.04,low
19.8,3.18,-46.72,low
80.34,2.11,-35.14,low
54.01,6.68,-38.66,low
77.0,15.34,-6.85,low
44.54,4.93,-1.02,low
31.19,6.19,-48.89,low
-10.74,2.7,-54.02,low
35.02,11.72,-19.37,low
61.49,4.4,-3.81,low
59.22,7.92,4.87,low
39.12,6.29,-13.9,low
1.61,10.89,-35.89,low
78.4,23.84,-37.65,low
71.74,6.04,-45.84,low
51.47,9.46,-34.9,low
55.39,3.64,-36.26,low
63.0,19.85,7.28,low
52.9,6.89,-26.94,low
60.64,5.08,-7.34,low
82.91,5.47,-0.77,low
20.76,6.89,-55.61,low
8.38,16.5,-32.14,low
84.62,8.9,-19.79,low
8.78,8.5,-47.2,low
72.41,7.26,-2.7,low
55.39,16.32,-13.23,low
85.71,11.16,-35.09,low
33.29,5.98,-33.77,low
16.67,7.5,-18.27,low
61.91,13.27,-41.63,low
71.37,16.71,-54.03,low
79.25,7.86,-19.48,low
35.05,4.89,-28.26,low
87.54,6.21,-9.15,low
14.43,4.01,-39.11,low
19.89,0.81,9.73,low
34.65,5.97,-13.39,low
59.45,14.79,-27.6,low
40.21,13.6,-9.25,low
63.68,9.44,-12.07,low
46.36,13.7,-33.05,low
59.19,6.94,-51.74,low
51.92,6.01,-12.61,low
17.99,11.81,-25.58,low
40.23,5.01,-49.67,low
24.5,7.1,-57.97,low
79.42,14.1,-21.75,low
39.44,9.91,-56.74,low
35.37,12.56,-21.31,low
31.98,14.48,-47.05,low
43.66,10.35,-14.66,low
67.33,4.45,-4.96,low
49.07,14.74,5.7,low
